#,T,I,T,L,E
K,E,Y
V,A,L,U,E
S,W,M,H
b_mikulov,b_mikulov,,Mikulov
b_mikulov,b_mikulov_adj,,
b_mikulov,bohemian,,Mikulov
b_mikulov,german,,Nikolsburg
b_mikulov,moravian,,Mikulov
b_zdar,b_zdar,,Zdar
b_zdar,b_zdar_adj,,
b_zdar,bohemian,,Ždár
b_zdar,german,,Saar
b_zdar,moravian,,Ždár
b_rejhrad,b_rejhrad,,Rejhrad
b_rejhrad,b_rejhrad_adj,,
b_rejhrad,bohemian,,Rajhrad
b_rejhrad,german,,Raigern
b_rejhrad,moravian,,Rajhrad
b_pohansko,b_pohansko,,Pohansko
b_pohansko,b_pohansko_adj,,
b_mikulcice,b_mikulcice,,Mikulcice
b_mikulcice,b_mikulcice_adj,,
k_germany,k_germany,,Deutschland
k_germany,k_germany_adj,,Deutsche
k_lotharingia,k_lotharingia,,Lotharingen
k_lotharingia,k_lotharingia_adj,,Lotharingi
d_savoie,d_savoie,,Savoy
d_savoie,d_savoie_adj,,Savoyard
c_savoie,PROV237,,Savoia
c_savoie,c_savoie,,
c_savoie,c_savoie_adj,,Savoian
b_montmelian,b_montmelian,,Montmélian
b_montmelian,b_montmelian_adj,,
b_moutiers,b_moutiers,,Moutiers
b_moutiers,b_moutiers_adj,,
b_ciamberi,b_ciamberi,,Ciamberì
b_ciamberi,b_ciamberi_adj,,
b_conflans,b_conflans,,Conflans
b_conflans,b_conflans_adj,,
b_aixlesbains,b_aixlesbains,,Aix-les-Bains
b_aixlesbains,b_aixlesbains_adj,,
c_geneve,PROV239,,Genève
c_geneve,c_geneve,,
c_geneve,c_geneve_adj,,Genevan
c_geneve,greek,,Genoia
c_geneve,roman,,Genava
b_geneve,b_geneve,,Genève
b_geneve,b_geneve_adj,,
b_geneve,greek,,Genoia
b_geneve,roman,,Genava
b_romainmotier,b_romainmotier,,Romainmôtier
b_romainmotier,b_romainmotier_adj,,
b_nyon,b_nyon,,Nyon
b_nyon,b_nyon_adj,,
b_nyon,greek,,Noouiodounon
b_nyon,roman,,Noviodunum
b_lausanne,b_lausanne,,Lausanne
b_lausanne,b_lausanne_adj,,
c_bugey,PROV1042,,Bresse
c_bugey,c_bugey,,
c_bugey,c_bugey_adj,,Bresse
b_bellegarde,b_bellegarde,,Bellegarde
b_bellegarde,b_bellegarde_adj,,
b_brou,b_brou,,Brou
b_brou,b_brou_adj,,
b_belley,b_belley,,Belley
b_belley,b_belley_adj,,
b_nantua,b_nantua,,Nantua
b_nantua,b_nantua_adj,,
c_cheese,PROV1038,,Gruyére
c_cheese,c_cheese,,
c_cheese,c_cheese_adj,,Grüyereische
b_montsalvens,b_montsalvens,,Montsalvens
b_montsalvens,b_montsalvens_adj,,
b_rougemont,b_rougemont,,Rougemont
b_rougemont,b_rougemont_adj,,
b_riaz,b_riaz,,Riaz
b_riaz,b_riaz_adj,,
b_greyerz,b_greyerz,,Greyerz
b_greyerz,b_greyerz_adj,,
b_chateaudoex,b_chateaudoex,,Château d'Oëx
b_chateaudoex,b_chateaudoex_adj,,
d_aosta,d_aosta,,Aosta
d_aosta,d_aosta_adj,,Savoyard
c_aosta,PROV1041,,Aosta
c_aosta,c_aosta,,
c_aosta,c_aosta_adj,,Aosta
c_aosta,greek,,Augousta Praitopia
c_aosta,roman,,Augusta Praetoria
b_fenisaosta,b_fenisaosta,,Fénis
b_fenisaosta,b_fenisaosta_adj,,
b_usselaosta,b_usselaosta,,Ussel
b_usselaosta,b_usselaosta_adj,,
b_aosta,b_aosta,,Aosta
b_aosta,b_aosta_adj,,
b_aosta,greek,,Augousta Praitopia
b_aosta,roman,,Augusta Praetoria
b_verresaosta,b_verresaosta,,Verres
b_verresaosta,b_verresaosta_adj,,
b_saintvincentaosta,b_saintvincentaosta,,Saint-Vincent
b_saintvincentaosta,b_saintvincentaosta_adj,,
b_clyaosta,b_clyaosta,,Cly
b_clyaosta,b_clyaosta_adj,,
c_valais,PROV238,,Valais
c_valais,c_valais,,
c_valais,c_valais_adj,,Valaisian
b_brig,b_brig,,Brig
b_brig,b_brig_adj,,
b_siders,b_siders,,Siders
b_siders,b_siders_adj,,
b_sitten,b_sitten,,Sitten
b_sitten,b_sitten_adj,,
c_chablais,PROV1040,,Chablais
c_chablais,c_chablais,,
c_chablais,c_chablais_adj,,Chablis
b_aigle,b_aigle,,Aigle
b_aigle,b_aigle_adj,,
b_thonon,b_thonon,,Thonon
b_thonon,b_thonon_adj,,
b_stmaurice,b_stmaurice,,Saint Maurîce
b_stmaurice,b_stmaurice_adj,,
d_basel,d_basel,,Basel
d_basel,d_basel_adj,,Baslerische
d_basel,foa,,FE_FOA
d_basel,title,,FE
d_basel,title_prefix,,FE_OF
c_basel,PROV1037,,Basel
c_basel,c_basel,,
c_basel,c_basel_adj,,Baselische
c_basel,greek,,Basileia
c_basel,roman,,Basilia
b_basel,b_basel,,Basel
b_basel,b_basel_adj,,
b_basel,greek,,Basileia
b_basel,roman,,Basilia
b_laufenburg,b_laufenburg,,Laufenburg
b_laufenburg,b_laufenburg_adj,,
d_upper_burgundy,d_upper_burgundy,,Haute Bourgogne
d_upper_burgundy,d_upper_burgundy_adj,,Bourguignon
d_upper_burgundy,foa,,CPALATIN_FOA
d_upper_burgundy,title,,CPALATIN
d_upper_burgundy,title_female,,CEPALATIN
d_upper_burgundy,title_prefix,,CPALATIN_OF
c_portois,PROV1045,,Portois
c_portois,c_portois,,
c_portois,c_portois_adj,,Portois
b_oricourt,b_oricourt,,Oricourt
b_oricourt,b_oricourt_adj,,
b_fondremand,b_fondremand,,Fondremand
b_fondremand,b_fondremand_adj,,
b_luxeuil,b_luxeuil,,Luxeuil
b_luxeuil,b_luxeuil_adj,,
b_lure,b_lure,,Lure
b_lure,b_lure_adj,,
c_amous,PROV1039,,Amous
c_amous,c_amous,,
c_amous,c_amous_adj,,Amous
b_dole,b_dole,,Dôle
b_dole,b_dole_adj,,
b_gray,b_gray,,Gray
b_gray,b_gray_adj,,
b_auxonne,b_auxonne,,Auxonne
b_auxonne,b_auxonne_adj,,
c_varais,PROV1044,,Varais
c_varais,c_varais,,
c_varais,c_varais_adj,,Varai
b_baume,b_baume,,Baume
b_baume,b_baume_adj,,
b_pontarlier,b_pontarlier,,Pontarlier
b_pontarlier,b_pontarlier_adj,,
b_pontarlier,greek,,Ariolica
b_pontarlier,roman,,Ariolica
b_poligny,b_poligny,,Poligny
b_poligny,b_poligny_adj,,
b_salins,b_salins,,Salins
b_salins,b_salins_adj,,
c_besancon,PROV135,,Besancon
c_besancon,c_besancon,,
c_besancon,c_besancon_adj,,Besanconian
c_besancon,greek,,Ouisontion
c_besancon,roman,,Vesontio
b_besancon,b_besancon,,Besançon
b_besancon,b_besancon_adj,,
b_besancon,greek,,Ouisontion
b_besancon,roman,,Vesontio
b_stferjeux,b_stferjeux,,Saint Ferjeux
b_stferjeux,b_stferjeux_adj,,
c_montbeliard,PROV1036,,Montbéliard
c_montbeliard,c_montbeliard,,
c_montbeliard,c_montbeliard_adj,,Montbéliard
b_montfaucon,b_montfaucon,,Montfaucon
b_montfaucon,b_montfaucon_adj,,
b_hericourtm,b_hericourtm,,Héricourt
b_hericourtm,b_hericourtm_adj,,
b_clemontm,b_clemontm,,Clémont
b_clemontm,b_clemontm_adj,,
b_montbeliard,b_montbeliard,,Montbéliard
b_montbeliard,b_montbeliard_adj,,
c_neuchatel,PROV241,,Neuchatel
c_neuchatel,c_neuchatel,,
c_neuchatel,c_neuchatel_adj,,Neuchatelian
b_neuchatel,b_neuchatel,,Neuchatel
b_neuchatel,b_neuchatel_adj,,
b_stimier,b_stimier,,Saint-Imier
b_stimier,b_stimier_adj,,
k_pomerania,k_pomerania,,Wendland
k_pomerania,k_pomerania_adj,,Vendi
k_pomerania,anglonorse,,Vindarland
k_pomerania,danish,,Vindarland
k_pomerania,gothic,,Vindarland
k_pomerania,icelandic,,Vindarland
k_pomerania,norse,,Vindarland
k_pomerania,norsegaelic,,Vindarland
k_pomerania,norwegian,,Vindarland
k_pomerania,saxon,,Winedaland
k_pomerania,swedish,,Vindarland
d_mecklemburg,d_mecklemburg,,Mecklenburg
d_mecklemburg,d_mecklemburg_adj,,Mecklenburgian
d_mecklemburg,andalusian_arabic,,Qal'at Nakon
d_mecklemburg,anglonorse,,Mikelenborg
d_mecklemburg,bedouin_arabic,,Qal'at Nakon
d_mecklemburg,bohemian,,Veligrad
d_mecklemburg,bosnian,,Veligrad
d_mecklemburg,bulgarian,,Veligrad
d_mecklemburg,croatian,,Veligrad
d_mecklemburg,danish,,Mikelenburgh
d_mecklemburg,egyptian_arabic,,Qal'at Nakon
d_mecklemburg,gothic,,Mikelenborg
d_mecklemburg,icelandic,,Mikelenborg
d_mecklemburg,karantanci,,Veligrad
d_mecklemburg,levantine_arabic,,Qal'at Nakon
d_mecklemburg,maghreb_arabic,,Qal'at Nakon
d_mecklemburg,masmuda,,Qal'at Nakon
d_mecklemburg,moravian,,Veligrad
d_mecklemburg,norse,,Mikelenborg
d_mecklemburg,norsegaelic,,Mikelenborg
d_mecklemburg,norwegian,,Mikelenborg
d_mecklemburg,polish,,Meklemburgia
d_mecklemburg,pommeranian,,Veligrad
d_mecklemburg,d_mecklemburg_adj_pommeranian,,Weligradian
d_mecklemburg,russian,,Veligrad
d_mecklemburg,sanhaja,,Qal'at Nakon
d_mecklemburg,serbian,,Veligrad
d_mecklemburg,sicilian_arabic,,Qal'at Nakon
d_mecklemburg,swedish,,Mikelenborg
d_mecklemburg,tagelmust,,Qal'at Nakon
d_mecklemburg,tuareg,,Qal'at Nakon
d_mecklemburg,zanata,,Qal'at Nakon
c_mecklemburg,PROV260,,Mecklenburg
c_mecklemburg,c_mecklemburg,,
c_mecklemburg,c_mecklemburg_adj,,Mecklenburgian
c_mecklemburg,andalusian_arabic,,Qal'at Nakon
c_mecklemburg,anglonorse,,Mikelenborg
c_mecklemburg,bedouin_arabic,,Qal'at Nakon
c_mecklemburg,bohemian,,Veligrad
c_mecklemburg,bosnian,,Veligrad
c_mecklemburg,bulgarian,,Veligrad
c_mecklemburg,croatian,,Veligrad
c_mecklemburg,danish,,Mikelenburgh
c_mecklemburg,egyptian_arabic,,Qal'at Nakon
c_mecklemburg,gothic,,Mikelenborg
c_mecklemburg,icelandic,,Mikelenborg
c_mecklemburg,karantanci,,Veligrad
c_mecklemburg,levantine_arabic,,Qal'at Nakon
c_mecklemburg,maghreb_arabic,,Qal'at Nakon
c_mecklemburg,masmuda,,Qal'at Nakon
c_mecklemburg,moravian,,Veligrad
c_mecklemburg,norse,,Mikelenborg
c_mecklemburg,norsegaelic,,Mikelenborg
c_mecklemburg,norwegian,,Mikelenborg
c_mecklemburg,polish,,Meklemburgia
c_mecklemburg,pommeranian,,Veligrad
c_mecklemburg,russian,,Veligrad
c_mecklemburg,sanhaja,,Qal'at Nakon
c_mecklemburg,serbian,,Veligrad
c_mecklemburg,sicilian_arabic,,Qal'at Nakon
c_mecklemburg,swedish,,Mikelenborg
c_mecklemburg,tagelmust,,Qal'at Nakon
c_mecklemburg,tuareg,,Qal'at Nakon
c_mecklemburg,zanata,,Qal'at Nakon
b_wismar,b_wismar,,Wismar
b_wismar,b_wismar_adj,,
b_wismar,anglonorse,,Wizmar
b_wismar,bohemian,,Višemerz
b_wismar,bosnian,,Visemêr
b_wismar,bulgarian,,Visemêr
b_wismar,croatian,,Visemêr
b_wismar,danish,,Wizmar
b_wismar,gothic,,Wizmar
b_wismar,icelandic,,Wizmar
b_wismar,karantanci,,Visemêr
b_wismar,moravian,,Višemerz
b_wismar,norse,,Wizmar
b_wismar,norsegaelic,,Wizmar
b_wismar,norwegian,,Wizmar
b_wismar,polish,,Wyszomierz
b_wismar,pommeranian,,Visemêr
b_wismar,russian,,Visemêr
b_wismar,serbian,,Visemêr
b_wismar,swedish,,Wizmar
b_grevesmuhlen,b_grevesmuhlen,,Grevesmühlen
b_grevesmuhlen,b_grevesmuhlen_adj,,
b_grevesmuhlen,bohemian,,Gnevesmulne
b_grevesmuhlen,bosnian,,Gnewesmulne
b_grevesmuhlen,bulgarian,,Gnewesmulne
b_grevesmuhlen,croatian,,Gnewesmulne
b_grevesmuhlen,karantanci,,Gnewesmulne
b_grevesmuhlen,moravian,,Gnevesmulne
b_grevesmuhlen,polish,,Gnewesmulne
b_grevesmuhlen,pommeranian,,Gnewesmulne
b_grevesmuhlen,russian,,Gnewesmulne
b_grevesmuhlen,serbian,,Gnewesmulne
b_sternberg,b_sternberg,,Sternberg
b_sternberg,b_sternberg_adj,,
b_sternberg,bohemian,,Radgosc
b_sternberg,bosnian,,Radgosc
b_sternberg,bulgarian,,Radgosc
b_sternberg,croatian,,Radgosc
b_sternberg,karantanci,,Radgosc
b_sternberg,moravian,,Radgosc
b_sternberg,polish,,Radgosc
b_sternberg,pommeranian,,Radgosc
b_sternberg,russian,,Radgosc
b_sternberg,serbian,,Radgosc
b_rerik,b_rerik,,Blowatz
b_rerik,b_rerik_adj,,
b_rerik,anglonorse,,Reric
b_rerik,bohemian,,Rerik
b_rerik,bosnian,,Rerik
b_rerik,bulgarian,,Rerik
b_rerik,croatian,,Rerik
b_rerik,danish,,Reric
b_rerik,gothic,,Reric
b_rerik,icelandic,,Reric
b_rerik,karantanci,,Rerik
b_rerik,moravian,,Rerik
b_rerik,norse,,Reric
b_rerik,norsegaelic,,Reric
b_rerik,norwegian,,Reric
b_rerik,polish,,Rerik
b_rerik,pommeranian,,Rerik
b_rerik,russian,,Rerik
b_rerik,serbian,,Rerik
b_rerik,swedish,,Reric
b_mecklemburg,b_mecklemburg,,Mecklenburg
b_mecklemburg,b_mecklemburg_adj,,
b_mecklemburg,andalusian_arabic,,Qal'at Nakon
b_mecklemburg,anglonorse,,Mikelenborg
b_mecklemburg,bedouin_arabic,,Qal'at Nakon
b_mecklemburg,bohemian,,Veligrad
b_mecklemburg,bosnian,,Veligrad
b_mecklemburg,bulgarian,,Veligrad
b_mecklemburg,croatian,,Veligrad
b_mecklemburg,danish,,Mikelenburgh
b_mecklemburg,egyptian_arabic,,Qal'at Nakon
b_mecklemburg,gothic,,Mikelenborg
b_mecklemburg,icelandic,,Mikelenborg
b_mecklemburg,karantanci,,Veligrad
b_mecklemburg,levantine_arabic,,Qal'at Nakon
b_mecklemburg,maghreb_arabic,,Qal'at Nakon
b_mecklemburg,masmuda,,Qal'at Nakon
b_mecklemburg,moravian,,Veligrad
b_mecklemburg,norse,,Mikelenborg
b_mecklemburg,norsegaelic,,Mikelenborg
b_mecklemburg,norwegian,,Mikelenborg
b_mecklemburg,polish,,Meklemburgia
b_mecklemburg,pommeranian,,Veligrad
b_mecklemburg,russian,,Veligrad
b_mecklemburg,sanhaja,,Qal'at Nakon
b_mecklemburg,serbian,,Veligrad
b_mecklemburg,sicilian_arabic,,Qal'at Nakon
b_mecklemburg,swedish,,Mikelenborg
b_mecklemburg,tagelmust,,Qal'at Nakon
b_mecklemburg,tuareg,,Qal'at Nakon
b_mecklemburg,zanata,,Qal'at Nakon
c_rostock,PROV306,,Rostock
c_rostock,c_rostock,,
c_rostock,c_rostock_adj,,Rostocker
c_rostock,anglonorse,,Rostoch
c_rostock,bohemian,,Roztok
c_rostock,bosnian,,Rozstoc
c_rostock,bulgarian,,Rozstoc
c_rostock,croatian,,Rozstoc
c_rostock,danish,,Rostoch
c_rostock,gothic,,Rostoch
c_rostock,icelandic,,Rostoch
c_rostock,karantanci,,Rozstoc
c_rostock,moravian,,Roztok
c_rostock,norse,,Rostoch
c_rostock,norsegaelic,,Rostoch
c_rostock,norwegian,,Rostoch
c_rostock,polish,,Roztok
c_rostock,pommeranian,,Rozstoc
c_rostock,russian,,Rozstoc
c_rostock,serbian,,Rozstoc
c_rostock,swedish,,Rostoch
b_kessin,b_kessin,,Kessin
b_kessin,b_kessin_adj,,
b_kessin,anglonorse,,Kissin
b_kessin,bohemian,,Kcyn
b_kessin,bosnian,,Kcyn
b_kessin,bulgarian,,Kcyn
b_kessin,croatian,,Kcyn
b_kessin,danish,,Kissin
b_kessin,gothic,,Kissin
b_kessin,icelandic,,Kissin
b_kessin,karantanci,,Kcyn
b_kessin,moravian,,Kcyn
b_kessin,norse,,Kissin
b_kessin,norsegaelic,,Kissin
b_kessin,norwegian,,Kissin
b_kessin,polish,,Kcyn
b_kessin,pommeranian,,Kizun
b_kessin,russian,,Kcyn
b_kessin,serbian,,Kcyn
b_kessin,swedish,,Kissin
b_dobran,b_dobran,,Doberan
b_dobran,b_dobran_adj,,
b_dobran,bohemian,,Dobran
b_dobran,bosnian,,Dobran
b_dobran,bulgarian,,Dobran
b_dobran,croatian,,Dobran
b_dobran,karantanci,,Dobran
b_dobran,moravian,,Dobran
b_dobran,polish,,Dobran
b_dobran,pommeranian,,Dobran
b_dobran,russian,,Dobran
b_dobran,serbian,,Dobran
b_ribnitz,b_ribnitz,,Ribnitz
b_ribnitz,b_ribnitz_adj,,
b_ribnitz,bohemian,,Rybaniš
b_ribnitz,bosnian,,Rybanis
b_ribnitz,bulgarian,,Rybanis
b_ribnitz,croatian,,Rybanis
b_ribnitz,karantanci,,Rybanis
b_ribnitz,moravian,,Rybnica
b_ribnitz,polish,,Rybnica
b_ribnitz,pommeranian,,Rybanis
b_ribnitz,russian,,Rybanis
b_ribnitz,serbian,,Rybanis
b_rostock,b_rostock,,Rostock
b_rostock,b_rostock_adj,,
b_rostock,anglonorse,,Rostoch
b_rostock,bohemian,,Roztok
b_rostock,bosnian,,Rozstoc
b_rostock,bulgarian,,Rozstoc
b_rostock,croatian,,Rozstoc
b_rostock,danish,,Rostoch
b_rostock,gothic,,Rostoch
b_rostock,icelandic,,Rostoch
b_rostock,karantanci,,Rozstoc
b_rostock,moravian,,Roztok
b_rostock,norse,,Rostoch
b_rostock,norsegaelic,,Rostoch
b_rostock,norwegian,,Rostoch
b_rostock,polish,,Roztok
b_rostock,pommeranian,,Rozstoc
b_rostock,russian,,Rozstoc
b_rostock,serbian,,Rozstoc
b_rostock,swedish,,Rostoch
c_schwerin,PROV951,,Schwerin
c_schwerin,c_schwerin,,
c_schwerin,c_schwerin_adj,,Schwerinische
c_schwerin,bohemian,,Zverzín
c_schwerin,bosnian,,Zuarin
c_schwerin,bulgarian,,Zuarin
c_schwerin,croatian,,Zuarin
c_schwerin,karantanci,,Zuarin
c_schwerin,moravian,,Zvierzín
c_schwerin,polish,,Zwierzyn
c_schwerin,pommeranian,,Zuarin
c_schwerin,russian,,Zuarin
c_schwerin,serbian,,Zuarin
b_boizenburg,b_boizenburg,,Boizeneburg
b_boizenburg,b_boizenburg_adj,,
b_boizenburg,bohemian,,Bojhrad
b_boizenburg,bosnian,,Bojgrad
b_boizenburg,bulgarian,,Bojgrad
b_boizenburg,croatian,,Bojgrad
b_boizenburg,karantanci,,Bojgrad
b_boizenburg,moravian,,Bojhrad
b_boizenburg,polish,,Bojgrad
b_boizenburg,pommeranian,,Bojgrad
b_boizenburg,russian,,Bojgrad
b_boizenburg,serbian,,Bojgrad
b_schwerin,b_schwerin,,Zwerin
b_schwerin,b_schwerin_adj,,
b_schwerin,bohemian,,Zverzín
b_schwerin,bosnian,,Zuarin
b_schwerin,bulgarian,,Zuarin
b_schwerin,croatian,,Zuarin
b_schwerin,karantanci,,Zuarin
b_schwerin,moravian,,Zvierzín
b_schwerin,polish,,Zwierzyn
b_schwerin,pommeranian,,Zuarin
b_schwerin,russian,,Zuarin
b_schwerin,serbian,,Zuarin
b_hagenow,b_hagenow,,Haghenow
b_hagenow,b_hagenow_adj,,
b_hagenow,bohemian,,Hachenov
b_hagenow,bosnian,,Hachenowe
b_hagenow,bulgarian,,Hachenowe
b_hagenow,croatian,,Hachenowe
b_hagenow,karantanci,,Hachenowe
b_hagenow,moravian,,Hachenov
b_hagenow,polish,,Hachenowe
b_hagenow,pommeranian,,Hachenowe
b_hagenow,russian,,Hachenowe
b_hagenow,serbian,,Hachenowe
b_malchow,b_malchow,,Malchow
b_malchow,b_malchow_adj,,
b_malchow,bohemian,,Malechov
b_malchow,bosnian,,Malechów
b_malchow,bulgarian,,Malechów
b_malchow,croatian,,Malechów
b_malchow,karantanci,,Malechów
b_malchow,moravian,,Malechov
b_malchow,polish,,Malechów
b_malchow,pommeranian,,Malechów
b_malchow,russian,,Malechów
b_malchow,serbian,,Malechów
c_werle,PROV307,,Werle
c_werle,c_werle,,
c_werle,c_werle_adj,,Werlian
c_werle,bohemian,,Orle
c_werle,bosnian,,Orle
c_werle,bulgarian,,Orle
c_werle,croatian,,Orle
c_werle,karantanci,,Orle
c_werle,moravian,,Orle
c_werle,polish,,Orle
c_werle,pommeranian,,Orle
c_werle,russian,,Orle
c_werle,serbian,,Orle
b_dargunabbey,b_dargunabbey,,Dargun
b_dargunabbey,b_dargunabbey_adj,,
b_stargard,b_stargard,,Stargard
b_stargard,b_stargard_adj,,
b_stargard,bohemian,,Stargart
b_stargard,bosnian,,Stargart
b_stargard,bulgarian,,Stargart
b_stargard,croatian,,Stargart
b_stargard,karantanci,,Stargart
b_stargard,moravian,,Stargart
b_stargard,polish,,Stargart
b_stargard,pommeranian,,Stargart
b_stargard,russian,,Stargart
b_stargard,serbian,,Stargart
b_gustrow,b_gustrow,,Güstrowe
b_gustrow,b_gustrow_adj,,
b_gustrow,bohemian,,Gušcerov
b_gustrow,bosnian,,Gušcerov
b_gustrow,bulgarian,,Gušcerov
b_gustrow,croatian,,Gušcerov
b_gustrow,karantanci,,Gušcerov
b_gustrow,moravian,,Gušcerov
b_gustrow,polish,,Ostrów
b_gustrow,pommeranian,,Gušcerov
b_gustrow,russian,,Gušcerov
b_gustrow,serbian,,Gušcerov
b_werle,b_werle,,Werle
b_werle,b_werle_adj,,
b_werle,bohemian,,Orle
b_werle,bosnian,,Orle
b_werle,bulgarian,,Orle
b_werle,croatian,,Orle
b_werle,karantanci,,Orle
b_werle,moravian,,Orle
b_werle,polish,,Orle
b_werle,pommeranian,,Orle
b_werle,russian,,Orle
b_werle,serbian,,Orle
b_waren,b_waren,,Wahren
b_waren,b_waren_adj,,
b_waren,bohemian,,Varzno
b_waren,bosnian,,Warzno
b_waren,bulgarian,,Warzno
b_waren,croatian,,Warzno
b_waren,karantanci,,Warzno
b_waren,moravian,,Varzno
b_waren,polish,,Warzno
b_waren,pommeranian,,Warzno
b_waren,russian,,Warzno
b_waren,serbian,,Warzno
d_lubeck,d_lubeck,,Lübeck
d_lubeck,d_lubeck_adj,,Lübeckische
d_lubeck,bohemian,,Lubek
d_lubeck,bosnian,,Lubeka
d_lubeck,bulgarian,,Lubeka
d_lubeck,croatian,,Lubeka
d_lubeck,danish,,Lybæk
d_lubeck,karantanci,,Lubeka
d_lubeck,moravian,,Lubek
d_lubeck,norwegian,,Lybæk
d_lubeck,polish,,Lubeka
d_lubeck,pommeranian,,Liubice
d_lubeck,prussian,,Liubice
d_lubeck,russian,,Lubeka
d_lubeck,serbian,,Lubeka
d_lubeck,swedish,,Lybäck
c_lubeck,PROV262,,Lübeck
c_lubeck,c_lubeck,,
c_lubeck,c_lubeck_adj,,Lübecker
c_lubeck,bohemian,,Lubek
c_lubeck,bosnian,,Lubeka
c_lubeck,bulgarian,,Lubeka
c_lubeck,croatian,,Lubeka
c_lubeck,danish,,Lybæk
c_lubeck,karantanci,,Lubeka
c_lubeck,moravian,,Lubek
c_lubeck,norwegian,,Lybæk
c_lubeck,polish,,Liubice
c_lubeck,pommeranian,,Liubice
c_lubeck,prussian,,Liubice
c_lubeck,russian,,Lubeka
c_lubeck,serbian,,Lubeka
c_lubeck,swedish,,Lybäck
b_bucu,b_bucu,,Burgkloster
b_bucu,b_bucu_adj,,
b_bucu,anglonorse,,Borgkloster
b_bucu,bohemian,,Bucu
b_bucu,bosnian,,Bucu
b_bucu,bulgarian,,Bucu
b_bucu,croatian,,Bucu
b_bucu,danish,,Burghkloster
b_bucu,gothic,,Borgkloster
b_bucu,karantanci,,Bucu
b_bucu,moravian,,Bucu
b_bucu,norsegaelic,,Borgkloster
b_bucu,norwegian,,Borgkloster
b_bucu,polish,,Bucu
b_bucu,pommeranian,,Bucu
b_bucu,russian,,Bucu
b_bucu,serbian,,Bucu
b_bucu,swedish,,Borgkloster
b_ahrensbok,b_ahrensbok,,Ahrensbök
b_ahrensbok,b_ahrensbok_adj,,
b_molln,b_molln,,Mölln
b_molln,b_molln_adj,,
b_molln,anglonorse,,Mølln
b_molln,danish,,Mølln
b_molln,gothic,,Mølln
b_molln,norsegaelic,,Mølln
b_molln,norwegian,,Mølln
b_molln,swedish,,Mølln
b_snykrode,b_snykrode,,Snykrode
b_snykrode,b_snykrode_adj,,
b_travemunde,b_travemunde,,Travemünde
b_travemunde,b_travemunde_adj,,
b_travemunde,anglonorse,,Travemønde
b_travemunde,danish,,Travemønde
b_travemunde,gothic,,Travemønde
b_travemunde,norsegaelic,,Travemønde
b_travemunde,norwegian,,Travemønde
b_travemunde,swedish,,Travemønde
b_lubeck,b_lubeck,,Lübeck
b_lubeck,b_lubeck_adj,,
b_lubeck,bohemian,,Lubek
b_lubeck,bosnian,,Lubeka
b_lubeck,bulgarian,,Lubeka
b_lubeck,croatian,,Lubeka
b_lubeck,danish,,Lybæk
b_lubeck,karantanci,,Lubeka
b_lubeck,moravian,,Lubek
b_lubeck,norwegian,,Lybæk
b_lubeck,polish,,Lubeka
b_lubeck,pommeranian,,Liubice
b_lubeck,prussian,,Liubice
b_lubeck,russian,,Lubeka
b_lubeck,serbian,,Lubeka
b_lubeck,swedish,,Lybäck
c_wargrien,PROV1066,,Wagrien
c_wargrien,c_wargrien,,
c_wargrien,c_wargrien_adj,,Wargrian
b_plon,b_plon,,Plön
b_plon,b_plon_adj,,
b_plon,anglonorse,,Pløn
b_plon,bohemian,,Plonia
b_plon,bosnian,,Plonia
b_plon,bulgarian,,Plonia
b_plon,croatian,,Plonia
b_plon,danish,,Pløn
b_plon,gothic,,Pløn
b_plon,icelandic,,Pløn
b_plon,karantanci,,Plonia
b_plon,moravian,,Plonia
b_plon,norse,,Pløn
b_plon,norsegaelic,,Pløn
b_plon,norwegian,,Pløn
b_plon,polish,,Plonia
b_plon,pommeranian,,Plune
b_plon,russian,,Plonye
b_plon,serbian,,Plonia
b_plon,swedish,,Pløn
b_oldenburgeast,b_oldenburgeast,,Aldinborg
b_oldenburgeast,b_oldenburgeast_adj,,
b_oldenburgeast,anglonorse,,Brandehuse
b_oldenburgeast,bohemian,,Starigrad
b_oldenburgeast,bosnian,,Starigrad
b_oldenburgeast,bulgarian,,Starigrad
b_oldenburgeast,croatian,,Starigrad
b_oldenburgeast,danish,,Brandehuse
b_oldenburgeast,gothic,,Brandehuse
b_oldenburgeast,karantanci,,Starigrad
b_oldenburgeast,moravian,,Starigrad
b_oldenburgeast,norsegaelic,,Brandehuse
b_oldenburgeast,norwegian,,Brandehuse
b_oldenburgeast,polish,,Starigrad
b_oldenburgeast,pommeranian,,Starigrad
b_oldenburgeast,russian,,Starigrad
b_oldenburgeast,serbian,,Starigrad
b_oldenburgeast,swedish,,Brandehuse
b_eutin,b_eutin,,Eutin
b_eutin,b_eutin_adj,,
b_eutin,bohemian,,Utyn
b_eutin,bosnian,,Utyn
b_eutin,bulgarian,,Utyn
b_eutin,croatian,,Utyn
b_eutin,karantanci,,Utyn
b_eutin,moravian,,Utyn
b_eutin,polish,,Utyn
b_eutin,pommeranian,,Utin
b_eutin,russian,,Utyn
b_eutin,serbian,,Utyn
d_lubusz,d_lubusz,,Lebus
d_lubusz,d_lubusz_adj,,Lubuska
d_lubusz,bohemian,,Lubuš
d_lubusz,bosnian,,Lubusz
d_lubusz,bulgarian,,Lubusz
d_lubusz,croatian,,Lubusz
d_lubusz,karantanci,,Lubusz
